SumParityInt
0,0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
2,0.0,
2,0.0,
3,0.0,
3,0.0,
4,0.0,
4,75.0,
4,75.0,
4,75.0,
4,0.0,
7,14.285714285714286,
7,14.285714285714286,
7,0.0,
7,42.857142857142854,
7,14.285714285714286,
7,85.71428571428571,
7,71.42857142857143,
8,37.5,
8,25.0,
8,12.5,
9,0.0,
9,11.11111111111111,
10,10.0,
10,90.0,
10,80.0,
10,60.0,
11,72.72727272727273,
11,0.0,
11,0.0,
12,0.0,
12,0.0,
13,7.6923076923076925,
13,15.384615384615385,
13,76.92307692307692,
14,92.85714285714286,
14,21.428571428571427,
14,21.428571428571427,
15,66.66666666666667,
15,46.666666666666664,
15,0.0,
15,6.666666666666667,
15,66.66666666666667,
16,12.5,
17,82.3529411764706,
17,5.882352941176471,
17,47.05882352941177,
17,0.0,
18,16.666666666666668,
19,21.05263157894737,
19,47.36842105263158,
19,15.789473684210526,
20,25.0,
21,4.761904761904762,
21,0.0,
21,0.0,
21,38.095238095238095,
25,32.0,
27,40.74074074074074,
28,10.714285714285714,
28,17.857142857142858,
29,13.793103448275861,
29,20.689655172413794,
30,43.333333333333336,
30,23.333333333333332,
31,45.16129032258065,
36,36.111111111111114,
40,32.5,
42,23.80952380952381,
44,6.818181818181818,
65,18.46153846153846,
74,24.324324324324323,
115,52.17391304347826,
Average
0,0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
2,0.0,
2,50.0,
2,0.0,
2,0.0,
2,50.0,
2,0.0,
2,0.0,
2,0.0,
3,0.0,
3,66.66666666666667,
3,0.0,
4,25.0,
4,25.0,
4,75.0,
4,25.0,
4,25.0,
4,0.0,
4,0.0,
5,0.0,
5,0.0,
5,20.0,
5,0.0,
6,33.333333333333336,
6,33.333333333333336,
6,66.66666666666667,
6,0.0,
6,0.0,
6,16.666666666666668,
6,33.333333333333336,
7,42.857142857142854,
7,0.0,
7,57.142857142857146,
8,25.0,
8,37.5,
8,37.5,
9,88.88888888888889,
9,0.0,
9,22.22222222222222,
9,0.0,
9,66.66666666666667,
9,33.333333333333336,
10,60.0,
10,0.0,
10,0.0,
10,70.0,
10,10.0,
10,10.0,
10,40.0,
11,63.63636363636363,
11,18.181818181818183,
12,8.333333333333334,
15,13.333333333333334,
17,52.94117647058823,
17,23.529411764705884,
18,55.55555555555556,
21,52.38095238095238,
22,36.36363636363637,
27,33.333333333333336,
29,3.4482758620689653,
66,4.545454545454546,
Induced
0,0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
1,0.0,
2,50.0,
2,50.0,
2,50.0,
2,0.0,
4,0.0,
5,80.0,
6,66.66666666666667,
6,83.33333333333333,
6,83.33333333333333,
6,83.33333333333333,
6,83.33333333333333,
6,83.33333333333333,
6,83.33333333333333,
6,83.33333333333333,
6,83.33333333333333,
6,83.33333333333333,
6,83.33333333333333,
7,57.142857142857146,
7,85.71428571428571,
7,85.71428571428571,
7,85.71428571428571,
7,85.71428571428571,
7,85.71428571428571,
7,85.71428571428571,
7,85.71428571428571,
7,85.71428571428571,
7,85.71428571428571,
7,85.71428571428571,
7,85.71428571428571,
7,85.71428571428571,
8,87.5,
8,87.5,
8,87.5,
8,87.5,
8,75.0,
8,87.5,
8,87.5,
8,87.5,
8,75.0,
8,87.5,
8,87.5,
8,87.5,
8,87.5,
8,87.5,
9,88.88888888888889,
9,77.77777777777777,
9,88.88888888888889,
9,88.88888888888889,
9,88.88888888888889,
10,90.0,
10,90.0,
10,90.0,
10,90.0,
10,90.0,
10,90.0,
10,90.0,
10,80.0,
10,90.0,
10,90.0,
11,90.9090909090909,
11,90.9090909090909,
11,90.9090909090909,
11,90.9090909090909,
11,90.9090909090909,
11,90.9090909090909,
11,90.9090909090909,
11,90.9090909090909,
11,90.9090909090909,
11,90.9090909090909,
11,90.9090909090909,
12,91.66666666666667,
12,91.66666666666667,
12,83.33333333333333,
13,84.61538461538461,
13,92.3076923076923,
13,92.3076923076923,
13,92.3076923076923,
13,92.3076923076923,
13,92.3076923076923,
13,92.3076923076923,
13,92.3076923076923,
13,92.3076923076923,
13,92.3076923076923,
13,92.3076923076923,
13,92.3076923076923,
13,92.3076923076923,
14,92.85714285714286,
14,92.85714285714286,
14,92.85714285714286,
14,92.85714285714286,
14,92.85714285714286,
15,93.33333333333333,
15,93.33333333333333,
15,93.33333333333333,
15,93.33333333333333,
15,93.33333333333333,
16,87.5,
16,93.75,
16,93.75,
16,93.75,
16,93.75,
16,93.75,
17,94.11764705882354,
17,94.11764705882354,
17,94.11764705882354,
17,94.11764705882354,
17,94.11764705882354,
18,94.44444444444444,
18,94.44444444444444,
18,94.44444444444444,
19,94.73684210526316,
19,94.73684210526316,
19,94.73684210526316,
20,95.0,
20,95.0,
20,90.0,
20,95.0,
20,95.0,
20,95.0,
21,95.23809523809524,
21,95.23809523809524,
22,95.45454545454545,
22,90.9090909090909,
24,91.66666666666667,
24,91.66666666666667,
26,96.15384615384616,
26,96.15384615384616,
26,96.15384615384616,
26,96.15384615384616,
27,96.29629629629629,
28,96.42857142857143,
29,96.55172413793103,
31,96.7741935483871,
34,94.11764705882354,
34,97.05882352941177,
35,97.14285714285714,
35,97.14285714285714,
37,97.29729729729729,
38,92.10526315789474,
39,97.43589743589743,
43,95.34883720930233,
44,90.9090909090909,
