32, 5, Average, 4, 0, 1, 1, 1, 1, 3, 
32, 9, Average, 4, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 
32, 7, Average, 4, 10, 2, 1, 2, 1, 3, 1, 1, 
32, 6, Average, 3, 11, 1, 1, 4, 1, 1, 1, 
32, 7, Average, 4, 12, 1, 2, 1, 2, 1, 2, 1, 
32, 17, Average, 4, 13, 1, 5, 1, 2, 1, 3, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 
32, 4, Average, 4, 14, 1, 2, 1, 1, 
32, 11, Average, 4, 21, 1, 7, 1, 2, 1, 1, 1, 1, 1, 1, 1, 
32, 8, Average, 4, 29, 1, 8, 1, 7, 1, 1, 1, 1, 
32, 4, Average, 4, 30, 1, 1, 1, 1, 
32, 14, Average, 4, 32, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 
32, 9, Average, 4, 36, 1, 5, 1, 4, 1, 6, 1, 2, 1, 
32, 4, Average, 4, 42, 1, 5, 1, 2, 
32, 5, Average, 4, 43, 1, 1, 1, 1, 1, 
32, 4, Average, 4, 44, 1, 1, 3, 1, 
32, 4, Average, 4, 45, 1, 2, 1, 2, 
32, 7, Average, 4, 46, 1, 1, 1, 2, 1, 1, 1, 
32, 19, Average, 2, 48, 1, 2, 4, 1, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 
32, 6, Average, 4, 50, 3, 1, 4, 1, 1, 2, 
32, 7, Average, 4, 62, 1, 1, 1, 1, 1, 1, 1, 
32, 7, Average, 4, 66, 1, 1, 1, 2, 4, 1, 1, 
32, 7, Average, 4, 67, 1, 2, 1, 1, 1, 1, 1, 
32, 2, Average, 2, 68, 1, 1, 
32, 5, Average, 4, 69, 1, 1, 1, 1, 1, 
32, 6, Average, 4, 70, 1, 1, 1, 1, 1, 1, 
32, 7, Average, 4, 74, 1, 3, 1, 1, 1, 1, 1, 
