32, 5, Average, 4, abrown53, 1, 1, 1, 1, 3, 
32, 9, Average, 4, egrimsh1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 
32, 7, Average, 4, ksang1, 2, 1, 2, 1, 3, 1, 1, 
32, 6, Average, 3, lqu2, 1, 1, 4, 1, 1, 1, 
32, 7, Average, 4, mislam8, 1, 2, 1, 2, 1, 2, 1, 
32, 17, Average, 4, mthain, 1, 5, 1, 2, 1, 3, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 
32, 4, Average, 4, spark108, 1, 2, 1, 1, 
32, 11, Average, 4, cander23, 1, 7, 1, 2, 1, 1, 1, 1, 1, 1, 1, 
32, 8, Average, 4, dtoth1, 1, 8, 1, 7, 1, 1, 1, 1, 
32, 4, Average, 4, elevin3, 1, 1, 1, 1, 
32, 14, Average, 4, gwarre, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 
32, 9, Average, 4, jbernar3, 1, 5, 1, 4, 1, 6, 1, 2, 1, 
32, 4, Average, 4, jtarlows, 1, 5, 1, 2, 
32, 5, Average, 4, jzhang30, 1, 1, 1, 1, 1, 
32, 4, Average, 4, kazhar, 1, 1, 3, 1, 
32, 4, Average, 4, kfeinbe1, 1, 2, 1, 2, 
32, 7, Average, 4, kreyes7, 1, 1, 1, 2, 1, 1, 1, 
32, 19, Average, 2, mabouela, 1, 2, 4, 1, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 
32, 6, Average, 4, mgans, 3, 1, 4, 1, 1, 2, 
32, 7, Average, 4, ncousin2, 1, 1, 1, 1, 1, 1, 1, 
32, 7, Average, 4, nnguye20, 1, 1, 1, 2, 4, 1, 1, 
32, 7, Average, 4, nparekh1, 1, 2, 1, 1, 1, 1, 1, 
32, 2, Average, 2, nrshaida, 1, 1, 
32, 5, Average, 4, ojohnso3, 1, 1, 1, 1, 1, 
32, 6, Average, 4, pdam, 1, 1, 1, 1, 1, 1, 
32, 7, Average, 4, rgupta33, 1, 3, 1, 1, 1, 1, 1, 
32, 2, Average, 4, sduraide, 1, 1, 
32, 34, Average, 3, tnguye99, 5, 5, 1, 2, 1, 3, 1, 2, 1, 2, 1, 4, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 2, 1, 3, 1, 1, 1, 2, 7, 
32, 7, Average, 4, xzhan180, 1, 1, 2, 1, 1, 1, 1, 
32, 5, Average, 4, ysayin, 1, 1, 1, 2, 1, 
IU, 9, Average, 4, , 1, 3, 1, 3, 1, 1, 1, 1, 1, 
IU, 2, Average, 1, 2000328575, 1, 8, 
IU, 3, Average, 3, 2000351028, 1, 2, 1, 
